,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
711,DMAC,DiaMedica Therapeutics Inc.,110.07M,0.69%,15693,-
712,CTXR,"Citius Pharmaceuticals, Inc.",109.93M,-4.37%,533179,-
713,CYT,"Cyteir Therapeutics, Inc.",109.25M,2.32%,114518,-
714,ORMP,Oramed Pharmaceuticals Inc.,108.59M,-3.25%,97669,1.34M
715,FORA,Forian Inc.,108.52M,-0.28%,35360,23.02M
716,SY,So-Young International Inc.,108.42M,-4.76%,123009,197.06M
717,ASRT,"Assertio Holdings, Inc.",108.30M,-4.39%,2703339,152.07M
718,VTGN,"VistaGen Therapeutics, Inc.",107.29M,-6.67%,223176,1.04M
719,LIFW,"MSP Recovery, Inc.",107.09M,-8.42%,489803,8.60M
720,VANI,"Vivani Medical, Inc.",106.11M,-5.18%,181511,-
721,SHLT,SHL Telemedicine Ltd.,105.19M,1.60%,10764,57.10M
722,CMRX,"Chimerix, Inc.",104.38M,-2.56%,196424,324.00K
723,VIGL,"Vigil Neuroscience, Inc.",104.04M,-4.83%,41714,-
724,BWAY,BrainsWay Ltd.,103.97M,-6.74%,121097,31.79M
725,ANIX,"Anixa Biosciences, Inc.",101.44M,-3.14%,90860,210.00K
726,PETS,"PetMed Express, Inc.",100.45M,-,558113,270.52M
727,ATHA,"Athira Pharma, Inc.",99.84M,-1.91%,440133,-
728,CARM,"Carisma Therapeutics, Inc.",99.68M,-4.26%,165492,10.63M
729,CRDL,Cardiol Therapeutics Inc.,97.20M,-4.05%,137208,-
730,MYO,"Myomo, Inc.",97.14M,-5.75%,292447,19.24M
731,CUE,"Cue Biopharma, Inc.",97.02M,-5.58%,332947,3.82M
732,BRNS,Barinthus Biotherapeutics plc,96.89M,1.62%,5434,7.26M
733,KRMD,"KORU Medical Systems, Inc.",96.82M,3.30%,275712,28.52M
734,VAXX,"Vaxxinity, Inc.",96.57M,-7.86%,230011,-
735,ANVS,"Annovis Bio, Inc.",96.17M,-1.87%,80091,-
736,CRVS,"Corvus Pharmaceuticals, Inc.",94.15M,-6.00%,261801,-
737,IFRX,InflaRx N.V.,93.04M,-3.80%,91783,60.80K
738,ELUT,Elutia Inc.,92.79M,9.03%,5306,24.75M
739,SPRO,"Spero Therapeutics, Inc.",92.48M,4.82%,4476272,103.78M
740,EQ,"Equillium, Inc.",92.36M,-3.04%,147999,42.63M
741,LIFE,"aTyr Pharma, Inc.",91.94M,-0.61%,479671,353.00K
742,ANTX,"AN2 Therapeutics, Inc.",88.63M,2.01%,311004,-
743,VERU,Veru Inc.,87.84M,-6.38%,582576,16.30M
744,PRPH,"ProPhase Labs, Inc.",87.70M,-3.76%,7028,62.71M
745,BTAI,"BioXcel Therapeutics, Inc.",87.20M,-,931566,1.24M
746,BLRX,BioLineRx Ltd.,86.85M,0.85%,63858,-
747,RNAC,"Cartesian Therapeutics, Inc.",86.48M,-2.67%,1922547,26.00M
748,MDXH,MDxHealth SA,86.48M,-0.35%,26753,70.19M
749,PMVP,"PMV Pharmaceuticals, Inc.",86.43M,3.12%,579405,-
750,PSNL,"Personalis, Inc.",85.35M,-6.51%,502354,73.48M
751,IMRX,Immuneering Corporation,84.92M,-50.68%,6153816,-
752,OTLK,"Outlook Therapeutics, Inc.",84.09M,-11.33%,568851,-
753,NVNO,enVVeno Medical Corporation,83.76M,-9.86%,167449,-
754,DCTH,"Delcath Systems, Inc.",82.45M,-2.87%,211821,2.17M
755,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",82.22M,-7.96%,362026,-
756,TRIB,Trinity Biotech plc,82.15M,-1.35%,10054,61.44M
757,INCR,InterCure Ltd.,82.03M,-2.78%,9341,112.41M
758,ALVR,"AlloVir, Inc.",81.24M,-0.23%,586801,-
759,MURA,Mural Oncology plc,80.44M,-6.95%,290856,-
760,ACRS,"Aclaris Therapeutics, Inc.",80.21M,-8.00%,2035024,31.25M
761,HYPR,"Hyperfine, Inc.",80.19M,-2.68%,68747,9.77M
762,TIL,"Instil Bio, Inc.",80.16M,-0.95%,6325,-
763,ENLV,Enlivex Therapeutics Ltd.,79.97M,-4.19%,130079,-
764,LTRN,Lantern Pharma Inc.,78.88M,6.68%,303218,-
765,IMMX,"Immix Biopharma, Inc.",78.65M,-7.79%,282138,-
766,ONCY,Oncolytics Biotech Inc.,78.44M,-1.92%,213454,-
767,MIST,Milestone Pharmaceuticals Inc.,77.07M,-2.07%,581503,4.50M
768,NUTX,"Nutex Health, Inc.",77.06M,-8.12%,3772401,231.70M
769,ASXC,"Asensus Surgical, Inc.",76.64M,-0.69%,811083,5.61M
770,EGRX,"Eagle Pharmaceuticals, Inc.",76.19M,-1.00%,101302,257.55M
771,RZLT,"Rezolute, Inc.",76.08M,-5.21%,219237,-
772,DTIL,"Precision BioSciences, Inc.",75.95M,-5.70%,130345,52.29M
773,GNTA,Genenta Science S.p.A.,75.71M,-,1704,-
774,VNRX,VolitionRx Limited,75.56M,-4.20%,71245,651.04K
775,EYEN,"Eyenovia, Inc.",75.01M,-5.29%,662026,1.20K
776,ELYM,"Eliem Therapeutics, Inc.",74.17M,-4.61%,6129,-
777,CSBR,"Champions Oncology, Inc.",73.54M,-1.64%,3480,49.98M
778,HOOK,HOOKIPA Pharma Inc.,73.37M,-7.30%,528890,20.55M
779,MLEC,Moolec Science SA,71.06M,2.47%,2221,-
780,PASG,"Passage Bio, Inc.",70.61M,-1.57%,177039,-
781,IKNA,"Ikena Oncology, Inc.",70.22M,3.55%,415908,9.16M
782,LVTX,LAVA Therapeutics N.V.,69.93M,1.11%,232989,9.63M
783,GANX,"Gain Therapeutics, Inc.",69.50M,-5.73%,145820,55.18K
784,BNR,Burning Rock Biotech Limited,68.79M,-1.41%,54843,76.83M
785,KRON,"Kronos Bio, Inc.",67.94M,-2.15%,352624,4.00M
786,ATRA,"Atara Biotherapeutics, Inc.",66.29M,-5.55%,1863521,4.54M
787,KZR,"Kezar Life Sciences, Inc.",66.25M,-6.59%,585683,7.00M
788,MNOV,"MediciNova, Inc.",66.21M,0.74%,17049,1.00M
789,AFMD,Affimed N.V.,66.13M,-8.14%,243093,20.23M
790,ASMB,"Assembly Biosciences, Inc.",66.03M,-4.27%,14039,-
791,AMIX,"Autonomix Medical, Inc.",65.65M,16.33%,488798,-
792,TPST,"Tempest Therapeutics, Inc.",65.25M,1.18%,935336,-
793,SLS,"SELLAS Life Sciences Group, Inc.",64.80M,4.03%,2091747,-
794,ENZ,"Enzo Biochem, Inc.",64.54M,2.44%,252908,12.81M
795,ALGS,"Aligos Therapeutics, Inc.",64.14M,-0.03%,691361,15.53M
796,RGC,Regencell Bioscience Holdings Limited,63.63M,-19.57%,4713,-
797,TSBX,Turnstone Biologics Corp.,63.51M,4.50%,135992,81.89M
798,DERM,Journey Medical Corporation,63.11M,1.76%,124383,79.89M
799,CNTB,Connect Biopharma Holdings Limited,63.06M,-6.67%,99333,-
800,ANEB,"Anebulo Pharmaceuticals, Inc.",62.76M,-,538,-
801,MGRM,"Monogram Orthopaedics, Inc.",62.57M,-12.99%,58902,-
802,GEG,"Great Elm Group, Inc.",61.36M,5.26%,10237,11.05M
803,SRTS,"Sensus Healthcare, Inc.",61.24M,-4.88%,148389,24.94M
804,CDTX,"Cidara Therapeutics, Inc.",61.18M,-3.61%,789666,56.54M
805,SSIC,Silver Spike Investment Corp.,61.16M,-0.71%,19379,7.76M
806,PDEX,"Pro-Dex, Inc.",61.10M,-,3131,48.24M
807,MODD,"Modular Medical, Inc.",60.74M,-7.65%,230768,-
808,RBOT,Vicarious Surgical Inc.,60.67M,-5.42%,467827,-
809,APYX,Apyx Medical Corporation,60.63M,-3.43%,28636,50.30M
810,RLYB,Rallybio Corporation,60.31M,-9.12%,120579,-
811,BEAT,"HeartBeam, Inc.",60.29M,0.87%,135971,-
812,CRIS,"Curis, Inc.",60.06M,-0.49%,12361,10.02M
813,BNGO,"Bionano Genomics, Inc.",59.07M,-5.56%,1645163,36.12M
814,NSPR,"InspireMD, Inc.",58.64M,-3.23%,13850,6.21M
815,LUCD,Lucid Diagnostics Inc.,58.56M,-8.20%,157800,1.50M
816,XAIR,"Beyond Air, Inc.",58.38M,-7.41%,304781,689.00K
817,CGTX,"Cognition Therapeutics, Inc.",58.37M,-1.11%,249223,-
818,NEUE,NeueHealth Inc,58.30M,-4.51%,19661,1.88B
819,IXHL,Incannex Healthcare Limited,58.24M,-15.80%,198822,-
820,CLGN,CollPlant Biotechnologies Ltd.,58.02M,2.90%,1581,10.72M
821,PRE,Prenetics Global Limited,57.97M,-2.89%,29862,68.79M
822,AVRO,"AVROBIO, Inc.",57.61M,-1.55%,92571,-
823,ICU,SeaStar Medical Holding Corporation,56.75M,-7.87%,2346813,-
824,ICCM,IceCure Medical Ltd,56.25M,-,49692,2.91M
825,INTS,"Intensity Therapeutics, Inc.",56.21M,1.46%,22950,-
826,HCWB,HCW Biologics Inc.,55.89M,-2.70%,61888,576.02K
827,THTX,Theratechnologies Inc.,55.88M,-3.28%,9050,59.25M
828,LPTX,"Leap Therapeutics, Inc.",55.73M,-3.93%,129239,-
829,SCYX,"SCYNEXIS, Inc.",55.07M,-1.96%,156876,135.87M
830,AONC,"American Oncology Network, Inc.",53.48M,-4.36%,2291,-
831,SABS,"SAB Biotherapeutics, Inc.",53.41M,3.63%,12572,4.09M
832,CTCX,Carmell Therapeutics Corporation,53.32M,-1.28%,229,25.65M
833,RPHM,"Reneo Pharmaceuticals, Inc.",53.30M,-0.62%,647770,-
834,CLNN,Clene Inc.,53.21M,-4.46%,486679,654.00K
835,AADI,"Aadi Bioscience, Inc.",52.98M,-5.09%,322568,24.35M
836,FIXX,"Homology Medicines, Inc.",52.90M,1.90%,296834,1.16M
837,CRVO,CervoMed Inc.,52.43M,-2.77%,2457,1.53M
838,APLM,"Apollomics, Inc.",51.90M,-0.65%,250214,-
839,BGXX,Bright Green Corporation,51.67M,-4.16%,4519736,-
840,ENTX,Entera Bio Ltd.,51.45M,-4.86%,92839,-
841,MLSS,Milestone Scientific Inc.,51.20M,-4.14%,62886,9.81M
842,MTNB,"Matinas BioPharma Holdings, Inc.",51.17M,-6.63%,1232132,4.28M
843,INAB,"IN8bio, Inc.",51.08M,-7.20%,153619,-
844,CTSO,Cytosorbents Corporation,50.60M,-3.97%,91935,37.07M
845,QNCX,"Quince Therapeutics, Inc.",50.59M,-1.69%,9379,-
846,TLSA,Tiziana Life Sciences Ltd,50.39M,2.55%,13831,-
847,UNCY,"Unicycive Therapeutics, Inc.",50.05M,3.60%,1706157,-
848,CASI,"CASI Pharmaceuticals, Inc.",49.96M,-8.40%,59052,42.26M
849,NKGN,"NKGen Biotech, Inc.",49.41M,-5.58%,330678,77.00K
850,RGLS,Regulus Therapeutics Inc.,49.14M,0.62%,2390294,-
851,LNSR,"LENSAR, Inc.",49.00M,-18.27%,97555,42.16M
852,ELTX,"Elicio Therapeutics, Inc.",48.99M,2.75%,29553,-
853,LEXX,Lexaria Bioscience Corp.,48.28M,-12.50%,508272,276.01K
854,OKYO,OKYO Pharma Limited,48.19M,-2.07%,13162,-
855,CARA,"Cara Therapeutics, Inc.",47.56M,-9.62%,1038931,20.97M
856,RNLX,Renalytix Plc,47.50M,9.19%,352408,2.41M
857,ICAD,"iCAD, Inc.",47.44M,-10.56%,246611,22.21M
858,OCUP,"Ocuphire Pharma, Inc.",47.15M,-7.80%,464643,19.05M
859,CKPT,"Checkpoint Therapeutics, Inc.",46.87M,-5.13%,401662,171.00K
860,BCTX,BriaCell Therapeutics Corp.,46.69M,1.36%,66997,-
861,GMDA,Gamida Cell Ltd.,46.50M,-7.30%,1154188,673.00K
862,CCEL,"Cryo-Cell International, Inc.",46.24M,-6.22%,13224,31.34M
863,DYAI,"Dyadic International, Inc.",46.10M,-5.00%,30456,2.96M
864,ACHL,Achilles Therapeutics plc,45.68M,-9.02%,185051,-
865,CADL,"Candel Therapeutics, Inc.",45.40M,-0.64%,22483,-
866,SPRB,"Spruce Biosciences, Inc.",44.99M,-84.38%,24921423,7.20M
867,DARE,"Daré Bioscience, Inc.",44.87M,-1.11%,166606,1.00M
868,HLTH,Cue Health Inc.,44.84M,-24.14%,1504298,70.94M
869,MDAI,"Spectral AI, Inc.",44.16M,14.69%,3280327,38.14M
870,OWLT,"Owlet, Inc.",43.57M,-10.91%,65928,54.01M
871,CLRB,"Cellectar Biosciences, Inc.",43.50M,-4.52%,985770,-
872,CYTH,"Cyclo Therapeutics, Inc.",43.47M,-4.32%,389532,951.81K
873,NXTC,"NextCure, Inc.",43.25M,-5.16%,17436,-
874,DHAI,"DIH Holdings US, Inc.",42.98M,3.92%,699887,13.17M
875,ESLA,"Estrella Immunopharma, Inc.",42.95M,-5.50%,37369,-
876,BOLT,"Bolt Biotherapeutics, Inc.",42.61M,-5.17%,184811,7.20M
877,RPID,"Rapid Micro Biosystems, Inc.",42.40M,1.43%,14433,22.52M
878,IRIX,IRIDEX Corporation,42.08M,0.39%,14671,54.61M
879,VTVT,vTv Therapeutics Inc.,41.85M,6.30%,57016,-
880,DRIO,DarioHealth Corp.,41.68M,-7.41%,79197,23.55M
881,RMTI,"Rockwell Medical, Inc.",41.59M,-4.79%,165017,80.83M
882,TARA,"Protara Therapeutics, Inc.",41.48M,-2.19%,55060,-
883,EVGN,Evogene Ltd.,40.88M,-0.70%,124240,5.64M
884,DXR,Daxor Corporation,40.73M,0.64%,323,-2.00M
885,IPA,ImmunoPrecise Antibodies Ltd.,40.39M,-2.45%,475402,17.67M
886,PLUR,Pluri Inc.,40.02M,-5.18%,43561,357.00K
887,ICCC,ImmuCell Corporation,39.61M,0.78%,496,16.29M
888,CUTR,"Cutera, Inc.",39.52M,-1.52%,921372,230.18M
889,NRXP,"NRx Pharmaceuticals, Inc.",39.37M,-7.99%,747107,-
890,BIMI,BIMI International Medical Inc.,39.21M,-10.80%,10478,5.85M
891,ELDN,"Eledon Pharmaceuticals, Inc.",38.96M,-4.19%,21687,-
892,ECOR,"electroCore, Inc.",38.72M,-5.58%,15968,16.03M
893,MRKR,"Marker Therapeutics, Inc.",38.49M,3.23%,21344,9.06M
894,AWH,Aspira Women's Health Inc.,37.94M,0.27%,11568,9.18M
895,PMN,"ProMIS Neurosciences, Inc.",37.77M,-2.48%,3342,-
896,VIRX,"Viracta Therapeutics, Inc.",37.71M,2.11%,39917,-
897,LFWD,ReWalk Robotics Ltd,37.50M,-4.43%,654251,13.85M
898,ACXP,"Acurx Pharmaceuticals, Inc.",37.31M,-3.21%,42962,-
899,FEMY,Femasys Inc.,37.24M,-4.97%,454819,1.09M
900,EFTR,"eFFECTOR Therapeutics, Inc.",37.17M,-0.28%,74911,675.00K
901,AGE,"AgeX Therapeutics, Inc.",36.94M,21.43%,564078,94.00K
902,OMIC,"Singular Genomics Systems, Inc.",36.77M,-8.06%,339777,2.60M
903,BIVI,BioVie Inc.,36.55M,-6.07%,814419,-
904,RVP,"Retractable Technologies, Inc.",36.52M,-,22783,41.99M
905,CODX,"Co-Diagnostics, Inc.",36.39M,0.85%,46669,4.66M
906,CLDI,"Calidi Biotherapeutics, Inc.",34.43M,-3.33%,70039,45.00K
907,POCI,"Precision Optics Corporation, Inc.",34.17M,1.95%,5163,19.22M
908,DRRX,DURECT Corporation,33.71M,21.24%,420346,9.19M
909,EUDA,EUDA Health Holdings Limited,33.25M,-4.85%,8963,-
910,ACST,Acasti Pharma Inc.,31.96M,0.29%,27749,-
911,INKT,"MiNK Therapeutics, Inc.",31.41M,-2.20%,111828,-
912,BIOR,"Biora Therapeutics, Inc.",31.29M,-6.09%,281398,18.00K
913,MEDS,"TRxADE HEALTH, Inc.",31.26M,12.37%,146765,9.09M
914,XGN,Exagen Inc.,30.17M,-2.82%,5915,51.62M
915,FBIO,"Fortress Biotech, Inc.",30.11M,-7.69%,564245,80.97M
916,VYNE,VYNE Therapeutics Inc.,29.75M,-,69402,424.00K
917,SLGL,Sol-Gel Technologies Ltd.,29.39M,-1.87%,119034,1.55M
918,CDIO,"Cardio Diagnostics Holdings, Inc.",29.33M,-5.76%,125040,12.71K
919,HUGE,FSD Pharma Inc.,29.13M,-3.31%,173997,-
920,NMTC,NeuroOne Medical Technologies Corporation,29.04M,-4.46%,88808,2.82M
921,STRM,"Streamline Health Solutions, Inc.",29.01M,-0.41%,12113,23.98M
922,QTI,"QT Imaging Holdings, Inc.",28.30M,-,1228668,708.24K
923,RNXT,"RenovoRx, Inc.",27.93M,-20.48%,81362,-
924,MOVE,Movano Inc.,27.77M,-4.90%,62779,-
925,MRAI,"Marpai, Inc.",27.21M,-10.57%,577765,36.08M
926,ALRN,"Aileron Therapeutics, Inc.",27.11M,-0.72%,10170,-
927,ONMD,OneMedNet Corporation,27.10M,-1.29%,96840,1.57M
928,SRZN,"Surrozen, Inc.",27.07M,1.66%,3619,12.50M
929,ONCT,"Oncternal Therapeutics, Inc.",26.78M,-13.48%,12518,785.00K
930,CERO,"CERo Therapeutics Holdings, Inc.",26.72M,-7.05%,180111,-
931,ORGS,Orgenesis Inc.,26.50M,-13.04%,74456,27.75M
932,ATIP,"ATI Physical Therapy, Inc.",26.48M,-0.79%,4903,699.02M
933,COCH,"Envoy Medical, Inc.",26.39M,-29.86%,251408,380.00K
934,TCRT,"Alaunos Therapeutics, Inc.",26.15M,0.61%,53259,15.00K
935,MEIP,"MEI Pharma, Inc.",26.12M,-3.92%,16230,72.65M
936,BFRG,"Bullfrog AI Holdings, Inc.",25.86M,1.40%,301036,75.00K
937,CPIX,Cumberland Pharmaceuticals Inc.,25.66M,-0.55%,8768,39.55M
938,UBX,"Unity Biotechnology, Inc.",25.51M,-1.32%,59218,-
939,LPCN,Lipocine Inc.,25.46M,-2.09%,88028,-2.85M
940,LSTA,"Lisata Therapeutics, Inc.",25.42M,-0.98%,7328,-
941,PTN,"Palatin Technologies, Inc.",25.33M,-6.25%,265032,7.10M
942,TXMD,"TherapeuticsMD, Inc.",25.17M,-0.84%,24651,1.95M
943,OCX,OncoCyte Corporation,24.86M,-1.99%,8791,-2.36M
944,GDTC,CytoMed Therapeutics Limited,24.67M,1.42%,1730,573.59K
945,ABIO,"ARCA biopharma, Inc.",24.65M,0.59%,59167,-
946,PYPD,PolyPid Ltd.,24.65M,9.58%,211,-
947,DMTK,"DermTech, Inc.",24.31M,-3.28%,171542,15.30M
948,EKSO,"Ekso Bionics Holdings, Inc.",24.17M,-4.26%,127450,18.28M
949,LUMO,"Lumos Pharma, Inc.",24.15M,-10.77%,39531,2.05M
950,SNSE,"Sensei Biotherapeutics, Inc.",24.09M,4.26%,29069,-
951,IINN,Inspira Technologies Oxy B.H.N. Ltd.,23.93M,-7.03%,273269,-
952,NEPH,"Nephros, Inc.",23.83M,-4.42%,6760,13.54M
953,FBRX,"Forte Biosciences, Inc.",23.58M,0.15%,11541,-
954,AXDX,"Accelerate Diagnostics, Inc.",23.00M,-7.41%,48464,12.00M
955,MAIA,"MAIA Biotechnology, Inc.",22.76M,-2.25%,77444,-
956,NCNA,NuCana plc,22.63M,-6.95%,4125127,-
957,APM,Aptorum Group Limited,22.44M,56.35%,44388528,1.20M
958,NRSN,NeuroSense Therapeutics Ltd.,22.41M,-15.24%,257129,-
959,AKLI,"Akili, Inc.",22.30M,-8.88%,249125,1.68M
960,QLI,Qilian International Holding Group Limited,22.25M,4.42%,28753,46.47M
961,TCON,"TRACON Pharmaceuticals, Inc.",21.96M,-30.65%,20416450,12.05M
962,NRBO,"NeuroBo Pharmaceuticals, Inc.",21.93M,1.79%,48003,-
963,TTOO,"T2 Biosystems, Inc.",21.75M,-12.61%,202222,11.00M
964,APTO,Aptose Biosciences Inc.,21.68M,-2.78%,58786,-
965,BIAF,"bioAffinity Technologies, Inc.",21.32M,-7.57%,197583,321.49K
966,CCLD,"CareCloud, Inc.",21.11M,0.76%,36813,121.18M
967,MYNZ,Mainz Biomed B.V.,20.77M,-3.77%,64940,-
968,NTRB,Nutriband Inc.,20.73M,-6.12%,9972,2.09M
969,GLTO,"Galecto, Inc.",20.61M,3.41%,173309,-
970,KALA,"Kala Pharmaceuticals, Inc.",20.55M,-0.26%,8643,-
971,LABP,"Landos Biopharma, Inc.",20.47M,-,6067,-
972,ITRM,Iterum Therapeutics plc,20.42M,-4.61%,51929,-
973,CNTG,Centogene N.V.,19.91M,-0.46%,7707,55.72M
974,APRE,"Aprea Therapeutics, Inc.",19.84M,-7.97%,19133,569.16K
975,PPBT,Purple Biotech Ltd.,19.77M,-0.67%,18918,-
976,ONTX,"Onconova Therapeutics, Inc.",19.54M,-2.96%,62053,226.00K
977,TNXP,Tonix Pharmaceuticals Holding Corp.,19.48M,-,449599,3.99M
978,CMAX,"CareMax, Inc.",19.47M,-10.50%,33960,763.53M
979,GYRE,"Gyre Therapeutics, Inc.",19.42M,-1.00%,40549,-
980,NERV,"Minerva Neurosciences, Inc.",19.30M,-2.48%,59363,-
981,XLO,"Xilio Therapeutics, Inc.",19.27M,-7.63%,244060,-
982,CCM,Concord Medical Services Holdings Limited,19.19M,-7.19%,8885,84.58M
983,CHRO,Chromocell Therapeutics Corp,18.87M,-5.59%,11562,-
984,MHUA,"Meihua International Medical Technologies Co., Ltd.",18.81M,3.31%,189689,96.70M
985,TFFP,"TFF Pharmaceuticals, Inc.",18.47M,-2.43%,4864,932.32K
986,CNTX,Context Therapeutics Inc.,18.36M,-3.48%,6562,-
987,MBRX,"Moleculin Biotech, Inc.",18.12M,-4.43%,193986,-
988,PHGE,BiomX Inc.,17.92M,-7.34%,289348,-
989,AIM,AIM ImmunoTech Inc.,17.58M,-7.36%,271209,193.00K
990,SSKN,"STRATA Skin Sciences, Inc.",17.58M,3.90%,2027,35.27M
991,PMD,Psychemedics Corporation,17.46M,-2.99%,27248,22.80M
992,PMCB,"PharmaCyte Biotech, Inc.",17.27M,3.03%,28758,-
993,NRXS,"NeurAxis, Inc.",17.24M,-7.39%,6400,2.54M
994,BMRA,"Biomerica, Inc.",17.16M,0.98%,26114,5.50M
995,PAVM,PAVmed Inc.,16.99M,-4.17%,13017,1.52M
996,SNTI,"Senti Biosciences, Inc.",16.98M,-4.43%,60319,2.62M
997,AIH,Aesthetic Medical International Holdings Group Limited,16.94M,-2.89%,10268,89.89M
998,PIRS,"Pieris Pharmaceuticals, Inc.",16.80M,-1.89%,339808,47.36M
999,INDP,"Indaptus Therapeutics, Inc.",16.80M,-3.05%,6478,-
1000,AMS,American Shared Hospital Services,16.63M,0.57%,4034,20.66M
1001,ATHE,Alterity Therapeutics Limited,16.33M,-3.23%,25441,-
1002,PETV,"PetVivo Holdings, Inc.",16.27M,2.00%,3343,1.05M
1003,IMRN,Immuron Limited,16.26M,-,75024,2.43M
1004,BCLI,Brainstorm Cell Therapeutics Inc.,16.19M,-0.60%,324571,-
1005,NXGL,"NEXGEL, Inc.",16.19M,-8.16%,33518,3.53M
1006,SYBX,"Synlogic, Inc.",16.17M,-5.38%,44646,708.00K
1007,MBOT,Microbot Medical Inc.,16.13M,-6.61%,177037,-
1008,MIRA,"MIRA Pharmaceuticals, Inc.",16.11M,11.82%,540260,-
1009,TLIS,Talis Biomedical Corporation,16.03M,0.57%,2380,2.20M
1010,RDHL,RedHill Biopharma Ltd.,15.74M,-3.80%,536505,35.75M
1011,ACOR,"Acorda Therapeutics, Inc.",15.40M,3.98%,3803,111.12M
1012,AYTU,"Aytu BioPharma, Inc.",15.37M,-5.90%,26187,98.50M
1013,KPRX,"Kiora Pharmaceuticals, Inc.",15.08M,-2.82%,73564,-
1014,TBIO,"Telesis Bio, Inc.",15.06M,-5.36%,65919,30.00M
1015,COCP,"Cocrystal Pharma, Inc.",15.06M,-0.14%,9356,-
1016,MTEM,"Molecular Templates, Inc.",14.83M,1.10%,21560,52.90M
1017,SEEL,"Seelos Therapeutics, Inc.",14.64M,-1.87%,105647,2.20M
1018,TLPH,Talphera Inc.,14.58M,-2.56%,78993,651.00K
1019,STRR,"Star Equity Holdings, Inc.",14.56M,-0.01%,6317,77.17M
1020,XRTX,XORTX Therapeutics Inc.,14.38M,9.07%,146134,-
1021,EVAX,Evaxion Biotech A/S,14.24M,-2.64%,25015,-
1022,VBIV,VBI Vaccines Inc.,13.94M,-0.12%,42882,8.12M
1023,EDSA,"Edesa Biotech, Inc.",13.73M,0.69%,2275,-
1024,BNTC,Benitec Biopharma Inc.,13.71M,-0.39%,11444,61.00K
1025,ELAB,"Elevai Labs, Inc.",13.50M,0.89%,27692,1.03M
1026,CANF,Can-Fite BioPharma Ltd.,13.46M,-4.46%,11853,793.00K
1027,ETAO,"ETAO International Co., Ltd.",13.45M,-5.28%,76693,58.06M
1028,NNVC,"NanoViricides, Inc.",13.31M,3.54%,42269,-
1029,ASLN,ASLAN Pharmaceuticals Limited,13.20M,-16.66%,2400112,12.00M
1030,IKT,"Inhibikase Therapeutics, Inc.",13.18M,-4.48%,47591,324.07K
1031,COEP,"Coeptis Therapeutics, Inc.",12.76M,-4.10%,71152,-
1032,DOMH,Dominari Holdings Inc.,12.58M,-0.47%,4495,1.03M
1033,ICCT,iCoreConnect Inc.,12.17M,-7.35%,30692,7.75M
1034,COSM,Cosmos Health Inc.,12.16M,-5.30%,63269,49.59M
1035,ERNA,Eterna Therapeutics Inc.,12.12M,-2.01%,3400,51.00K
1036,ADXN,Addex Therapeutics Ltd,12.03M,1.36%,1194,2.24M
1037,LGVN,Longeveron Inc.,11.84M,-2.38%,68692,709.00K
1038,NLSP,NLS Pharmaceutics AG,11.82M,-1.50%,23988,-
1039,NTBL,Notable Labs Inc.,11.70M,-4.79%,86712,-
1040,GRTX,"Galera Therapeutics, Inc.",11.69M,-1.86%,378495,-
1041,POAI,Predictive Oncology Inc.,11.58M,-7.02%,25959,1.81M
1042,BTCY,"Biotricity, Inc.",11.49M,-,19604,11.63M
1043,CHEK,Check-Cap Ltd.,11.41M,-,2206,-
1044,NDRA,ENDRA Life Sciences Inc.,11.37M,-2.80%,171032,-
1045,OSA,"ProSomnus, Inc.",11.30M,-1.31%,10103,25.61M
1046,MNPR,Monopar Therapeutics Inc.,11.18M,-5.73%,101848,-
1047,PRTG,Portage Biotech Inc.,11.18M,-6.62%,9307,-
1048,BTTX,"Better Therapeutics, Inc.",11.12M,-82.84%,42574544,-
1049,SYRA,Syra Health Corp.,11.11M,-2.26%,79726,5.71M
1050,AKTX,"Akari Therapeutics, Plc",11.08M,-1.92%,9233,-
1051,GENE,Genetic Technologies Limited,10.94M,1.56%,17162,5.78M
1052,CMMB,Chemomab Therapeutics Ltd.,10.72M,-0.12%,61375,-
1053,MBIO,"Mustang Bio, Inc.",10.34M,2.66%,71485,-
1054,BCDA,"BioCardia, Inc.",10.27M,1.03%,291565,570.00K
1055,ABVC,"ABVC BioPharma, Inc.",10.27M,-2.44%,64664,152.43K
1056,FWBI,"First Wave BioPharma, Inc.",10.21M,-17.76%,1109919,-
1057,GHSI,"Guardion Health Sciences, Inc.",10.19M,2.64%,3843,12.04M
1058,TRVN,"Trevena, Inc.",10.13M,1.99%,56982,3.21M
1059,VCNX,"Vaccinex, Inc.",9.99M,-1.99%,5549,795.00K
1060,ONVO,"Organovo Holdings, Inc.",9.94M,-1.98%,40229,242.00K
1061,AEZS,Aeterna Zentaris Inc.,9.93M,-0.99%,13121,6.86M
1062,NVOS,"Novo Integrated Sciences, Inc.",9.85M,-16.97%,768639,13.04M
1063,INBS,Intelligent Bio Solutions Inc.,9.76M,-2.40%,38392,2.88M
1064,CVKD,"Cadrenal Therapeutics, Inc.",9.69M,1.48%,41655,-
1065,HEPA,"Hepion Pharmaceuticals, Inc.",9.07M,-2.39%,29705,-
1066,APDN,"Applied DNA Sciences, Inc.",9.00M,-23.08%,456725,9.00M
1067,BNOX,Bionomics Limited,8.98M,-6.36%,66687,15.21K
